id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
3369,670 5th Way,sold,184498,2,2,3120,33.467371317992814,-111.98843528634647
3370,200 Texas Blvd,sold,261228,2,2,3238,33.38381593998417,-112.22820825737257
3371,403 4th Wl,active,129581,5,3,2873,33.58075347235367,-111.97867824031675
3372,44 7th Trl,sold,174732,3,1,2180,33.562869420763825,-112.25971949730345
3373,273 Wall Trl,pending,194905,3,2,3318,33.42128896413604,-111.96785075841841
3374,263 5th Pl,active,100453,3,2,3213,33.45868395489151,-111.9725431879288
3375,441 Wall Trl,sold,143618,5,3,2803,33.5240162077308,-111.97456611461749
3376,319 Mission Pl,active,209610,3,3,2372,33.492605741059016,-112.28755103165942
3377,137 1st Trl,active,237223,2,2,1641,33.44122187138063,-112.14551884065668
3378,749 Franklin Pl,pending,193234,5,1,3370,33.417569486780145,-112.23985446539993
3379,224 Pine Blvd,pending,109682,4,3,2039,33.39604096483515,-111.97111331340727
3380,130 Blake Dv,pending,168070,2,1,2223,33.36209702446053,-112.10671459839234
3381,688 5th Blvd,active,176744,5,2,2639,33.3990641605362,-112.10044951371599
3382,452 3rd Dv,pending,271206,5,3,2209,33.43228760520747,-112.16493128379392
3383,715 Euclid St,sold,226266,4,2,1585,33.4123983335676,-111.9970414986933
3384,666 6th Cir,sold,231080,3,3,3473,33.56282840145041,-111.89319998727247
3385,291 3rd Blvd,sold,158776,2,2,2601,33.53793661346374,-112.17681763435856
3386,560 7th Vis,active,139222,2,3,2761,33.57846868644936,-112.04657029632966
3387,634 Pine Wl,pending,267738,2,3,1729,33.4075338560049,-112.26756740509074
3388,15 Turk Cir,active,116083,2,1,1392,33.475874229565036,-111.96811128013087
3389,672 7th St,sold,183011,4,2,2603,33.49840014292527,-111.98061607388308
3390,72 6th Ave,active,151277,3,1,2050,33.52908539442617,-112.29235006604505
3391,425 2nd Ave,active,225325,3,3,3345,33.57288110326221,-112.16291949275265
3392,490 Geary Rd,active,201073,5,3,1318,33.55059599272521,-112.2543729025478
3393,60 1st Trl,active,190574,5,3,1398,33.56857293806301,-112.25117850232284
3394,259 Turk Wl,pending,176884,3,3,1019,33.533860192869774,-112.00970976874892
3395,70 8th Cir,pending,205609,3,3,2521,33.47606073510558,-112.11703150030037
3396,614 5th Dv,sold,132256,4,1,3598,33.59001297965257,-112.29377431345301
3397,713 Geary St,pending,151829,2,2,2268,33.433247120571615,-112.29006073683281
3398,657 California Blvd,sold,137726,5,1,2024,33.38705021452527,-112.14857120922942
3399,157 Walnut Blvd,active,134961,5,1,1114,33.44126418928669,-111.94241465236948
3400,434 Walnut Pl,sold,124763,3,3,2594,33.430037148156565,-111.9651490749283
3401,458 Walnut Wl,sold,296770,5,1,1502,33.53399214980857,-112.3417689022667
3402,441 Sutter Wl,sold,118258,4,2,2507,33.40147916650156,-112.18028593054714
3403,743 9th Blvd,pending,292496,5,2,1267,33.43897942116648,-112.0378911949865
3404,643 4th Way,pending,274769,5,1,3242,33.49256766711329,-112.09808961377287
3405,457 Turk Ave,sold,272581,3,3,1987,33.50386282713835,-112.16547192519876
3406,489 Turk Wl,pending,132682,4,1,2471,33.41230379180947,-112.2033969558283
3407,689 9th Vis,pending,201462,2,2,2982,33.53519636600224,-112.08650177576057
3408,245 2nd Ave,active,250950,4,2,1141,33.55451068078394,-112.31500740089876
3409,418 Franklin Rd,sold,170448,2,1,2292,33.37483063262341,-112.17112310819047
3410,490 9th Ave,sold,263405,5,2,1379,33.454265927942956,-112.0691675429471
3411,191 7th Dv,active,179430,3,3,3957,33.484866969147845,-111.94386770046597
3412,401 Post Cir,active,149593,2,2,2530,33.48093847708907,-112.20041141375899
3413,693 Geary Trl,pending,178963,4,2,3790,33.58981272117446,-111.92954943164423
3414,224 Post Dv,active,153264,3,2,3712,33.453338233321126,-112.20042813965607
3415,507 Texas Dv,sold,217172,2,3,3276,33.395206085819396,-111.94308898883378
3416,421 Page Cir,pending,173870,4,1,3935,33.39401254851087,-111.99999048683313
3417,515 9th Blvd,active,267174,4,2,3859,33.51956426907885,-112.0966363284763
3418,567 Wall Wl,active,151361,4,3,3583,33.46374090873411,-112.30705672308308
3419,439 Turk St,pending,254485,2,1,1078,33.55379812530657,-112.14875283140422
3420,310 Mission Blvd,pending,193246,4,3,3789,33.42362711238309,-112.08857913584292
3421,275 Walnut Blvd,pending,123117,4,3,3262,33.50299662547091,-112.25312339627226
3422,585 4th Blvd,active,203285,4,3,1053,33.383648609468196,-111.93133471730044
3423,24 Turk Dv,pending,280263,5,1,2327,33.37054085304895,-112.03717948348766
3424,138 Euclid Pl,active,196091,4,2,1674,33.46718884916494,-112.21834661400811
3425,128 California Trl,active,117140,3,1,1711,33.56452422436461,-112.23172133110968
3426,31 Post Wl,sold,157286,5,2,2692,33.458520055191755,-112.25648297113165
3427,276 Texas Rd,pending,214474,5,1,3235,33.365619359660606,-112.12840360551539
3428,398 Bush Ave,pending,253994,4,3,2396,33.58719344364803,-111.94729565126094
3429,151 4th Pl,sold,156384,2,2,1774,33.36971659194828,-111.87658826992848
3430,581 California Wl,pending,258336,4,2,3228,33.383380361722836,-112.31704271228502
3431,657 Bush Trl,active,279177,5,3,2053,33.45732813549667,-111.92287603795116
3432,656 1st St,active,212944,4,1,1930,33.58656926580051,-112.06816337224227
3433,479 Page St,pending,244854,4,1,1799,33.442239009090464,-112.11326320737086
3434,571 7th Way,pending,118633,2,3,3182,33.5392817209257,-112.2382431263987
3435,480 3rd Way,sold,147959,3,2,2952,33.37525772948511,-112.25745911557145
3436,622 Walnut St,sold,124316,2,3,3977,33.55038172004791,-111.93880225470114
3437,671 Wall Pl,pending,249977,3,2,1174,33.47148591351976,-112.35895038181711
3438,588 9th St,active,141042,2,1,2096,33.57179248603408,-111.95713343224354
3439,313 Sutter Trl,pending,165211,4,3,1178,33.5143816006659,-112.17433353502183
3440,650 Walnut Way,sold,190275,5,3,3969,33.58648123946166,-112.25262133432999
3441,33 California Wl,active,278846,2,1,3154,33.47626590262235,-111.91215493758077
3442,201 5th Pl,sold,123491,2,2,3154,33.46195964021192,-112.16144968948657
3443,429 California Dv,active,268131,5,1,2579,33.49962094087542,-111.94071952583839
3444,40 Sutter Wl,sold,197450,5,2,2542,33.39908918310997,-112.0032796588431
3445,164 Euclid Ave,sold,254318,3,1,2707,33.41143951783238,-112.35052743292607
3446,648 Bush Trl,sold,268975,2,1,3045,33.36906444611631,-112.30050383542351
3447,717 9th St,sold,173466,3,1,3160,33.56300191430035,-112.20850311906626
3448,84 Geary Trl,active,232506,5,3,3541,33.555419077760305,-112.22053817298043
3449,578 4th Pl,active,235779,2,3,2445,33.584332806127044,-112.0262608470115
3450,295 Geary Rd,sold,153255,4,1,3052,33.57125149864503,-112.02033159091593
3451,173 Page St,active,235122,4,1,1867,33.511518739568785,-112.10841472759255
3452,551 3rd Pl,pending,271487,5,1,3693,33.59358402825205,-112.30752654787938
3453,162 5th Ave,sold,256703,3,3,2666,33.50530319673168,-112.27648661078662
3454,203 Euclid Rd,sold,293705,2,2,3438,33.456452615851184,-111.95938375655116
3455,737 Sutter Trl,pending,190796,4,3,1692,33.4228154327277,-112.10697168823881
3456,205 Post Rd,pending,106348,4,3,2436,33.52159813704004,-112.34757360775401
3457,245 Blake Cir,pending,255839,5,3,1689,33.52923405603001,-112.07071376807815
3458,232 1st Vis,pending,198945,4,3,3827,33.41981972907579,-112.13331657822611
3459,51 Indiana Vis,pending,204975,5,1,1630,33.371549506059544,-112.04493406733278
3460,256 5th Blvd,pending,194304,5,1,2196,33.38393649752023,-112.34669090854918
3461,114 Bush Trl,sold,151747,2,2,2577,33.50999611568283,-111.97256744132007
3462,629 7th Way,active,149893,3,3,3303,33.48392011366332,-112.26516832241234
3463,321 6th Trl,active,299551,4,3,1549,33.50721372573969,-112.28213642502836
3464,335 4th Pl,sold,100136,3,1,3376,33.542470773417975,-111.90466862484294
3465,304 3rd Dv,active,200661,4,3,2748,33.36194041882339,-111.96842192928796
3466,700 4th Dv,sold,283361,4,1,3845,33.4890962469455,-112.36016223725997
3467,296 Mission Dv,active,117438,3,2,1786,33.421862115202174,-112.28946859060808
3468,685 Geary Rd,pending,214045,2,2,3124,33.382792875128885,-112.3552334096796
3469,99 8th Rd,sold,241564,5,1,1254,33.50521939909528,-112.35805956770774
3470,258 Walnut Ave,sold,204027,4,1,1487,33.430818227450516,-112.141826356473
3471,797 7th Rd,active,133135,4,2,3882,33.372045695388714,-111.97816571806956
3472,221 California Dv,pending,176441,3,1,1255,33.531998631477116,-111.9955426770416
3473,353 Turk Dv,active,262080,2,2,2396,33.52082458455868,-112.34339580624122
3474,513 5th Wl,pending,193537,3,3,3277,33.56172014936233,-111.94147323060308
3475,636 Pine Wl,sold,226256,5,2,2324,33.41844802601718,-112.30240161803036
3476,699 4th St,active,112415,4,2,3508,33.41272490668589,-112.23527514782235
3477,169 Mission Vis,pending,195306,5,3,1957,33.463632940119496,-112.0939906166845
3478,80 7th St,sold,162755,2,3,3970,33.39291946671671,-112.19839234181993
3479,336 8th Ave,active,244457,4,3,3538,33.39677418872303,-111.97987921792759
3480,231 4th Dv,active,284203,4,2,2528,33.50507693735257,-112.05121465281638
3481,752 Blake Rd,pending,232669,4,2,1025,33.39018166689816,-112.21808065707971
3482,193 Wall Trl,active,148955,4,2,3652,33.438237827332884,-112.05429959591557
3483,649 Post Wl,sold,143755,3,1,2680,33.52312667119187,-111.95674182282745
3484,514 3rd Wl,pending,187358,2,3,3874,33.409990358312406,-112.06920876131326
3485,21 Wall Way,active,110618,5,1,2519,33.46359899673762,-112.28759380029562
3486,689 Sutter Rd,sold,226838,3,1,3142,33.367309714673496,-112.28701437715476
3487,552 Turk Trl,active,106191,5,3,2125,33.385052879222734,-111.98795393930408
3488,279 Sutter Rd,sold,203333,5,1,1959,33.53652194772848,-112.10872368919557
3489,635 Post Pl,active,207768,4,3,3347,33.47305181782794,-112.20164158479722
3490,633 Indiana Rd,active,185591,3,1,1270,33.40575198722445,-112.18341626979179
3491,554 Franklin Dv,sold,140612,4,1,2155,33.54696800990937,-112.12476384755202
3492,625 2nd Trl,active,123982,4,1,2316,33.47754372071283,-112.07186814395575
3493,787 6th Dv,sold,288078,3,3,2088,33.420996730548616,-112.24124041409712
3494,217 Mission Vis,active,138736,4,1,1614,33.56022652209412,-112.348808613197
3495,613 Texas Cir,pending,183454,5,2,2324,33.44469709581166,-112.1139118367995
3496,388 7th Wl,pending,247859,2,2,1302,33.37478235069538,-112.10318242493871
3497,570 Turk Way,sold,159640,2,3,1280,33.52797996608143,-111.96124055506175
3498,37 Post Rd,active,263191,4,2,3438,33.4039189046919,-112.00915660835551
3499,633 8th Trl,sold,241806,4,2,1068,33.52782381311532,-112.01846978454275
3500,229 5th Pl,sold,242500,3,2,3273,33.44951769445607,-111.93415567911995
3501,623 Bush Dv,pending,256224,5,1,2332,33.54330269129963,-112.05058380028949
3502,633 Bush Trl,sold,155722,2,2,2879,33.523213602705304,-112.0054940895944
3503,758 2nd Dv,sold,229477,2,1,1688,33.42826415193135,-111.96313977125871
3504,412 Geary Ave,sold,254707,5,3,1895,33.3704214080727,-112.25354729297285
3505,348 Bush Pl,pending,137644,5,2,2063,33.45701441132414,-111.87301552035584
3506,129 Geary Way,sold,177413,4,1,1815,33.523605851887716,-112.35073475815351
3507,410 1st Ave,pending,275338,5,2,3814,33.56535818093774,-111.90876257571762
3508,647 Sutter Dv,active,205996,2,3,2158,33.472273104193924,-111.87524883707403
3509,72 9th Dv,active,268830,3,3,1723,33.48412356048339,-112.3419231488072
3510,800 California Pl,pending,190891,4,2,3169,33.51991204669058,-111.92048170532298
3511,246 Indiana Dv,active,106225,3,1,3525,33.57045931464107,-112.1608278136152
3512,150 Franklin Ave,sold,268462,4,3,1594,33.39201612136469,-111.93370338299857
3513,548 2nd Wl,pending,121984,4,3,3859,33.36344155418746,-112.1433109627258
3514,245 5th Dv,pending,262145,4,1,2201,33.479506140518126,-112.0493484609809
3515,45 1st Way,pending,278163,2,3,1603,33.42259949799276,-112.00913188373944
3516,415 9th Wl,sold,121219,2,2,1464,33.46344904048042,-112.35306879868284
3517,775 3rd Cir,active,279384,2,1,2584,33.51781259278792,-112.09023399401416
3518,629 Bush St,active,113947,5,3,1347,33.46329325935301,-111.90555389366273
3519,426 Turk Dv,pending,234880,2,1,2200,33.550125782036815,-111.9235474848886
3520,614 Indiana Vis,active,189409,4,3,2364,33.37946275996723,-112.32077237781452
3521,255 5th Trl,pending,204586,3,3,1996,33.58553443148552,-112.32399315865584
3522,59 Sutter Way,pending,109295,2,3,3422,33.505756395765616,-112.16996899158471
3523,582 Wall Blvd,pending,229737,5,2,3644,33.41177128448374,-112.15883320835465
3524,768 Wall Dv,sold,206681,3,1,3173,33.51640726499623,-112.25702190383664
3525,127 7th Ave,active,199681,3,1,2207,33.49969253436697,-111.91083395890472
3526,761 Texas Pl,active,144750,2,3,2128,33.52722602927317,-112.24165548798115
3527,520 Indiana Pl,active,286053,2,2,3024,33.389457460498555,-112.0087406242034
3528,680 Walnut Blvd,pending,175292,4,2,3963,33.5505219056916,-112.30171706621466
3529,634 8th Vis,pending,157865,3,1,1869,33.548292598338215,-112.34795039460535
3530,382 Bush Way,active,108949,4,1,2380,33.4002710398223,-111.95664952847821
3531,376 8th Trl,active,178368,2,3,1205,33.40193164110328,-112.25867284737419
3532,615 2nd Wl,pending,291518,3,3,1609,33.48710814042042,-112.1779902566248
3533,358 5th Pl,active,259133,4,3,2021,33.504326015408836,-112.29847540163092
3534,671 Bush Dv,pending,168765,3,1,3081,33.46248799775841,-111.92291959421155
3535,243 7th Vis,sold,203137,3,1,1711,33.55262723528297,-112.14808813311828
3536,58 California Rd,sold,235765,5,3,2316,33.3676306343485,-112.06532197971845
3537,743 Indiana Trl,active,104106,4,1,1784,33.46125511859893,-111.97990864233553
3538,591 Post Vis,sold,208284,5,2,1559,33.39239010663002,-112.28683656265504
3539,798 Pine Wl,pending,106577,4,3,1980,33.46493072471286,-112.15870116042923
3540,722 California Trl,sold,220595,4,2,3707,33.43233900530785,-111.93399299583302
3541,63 Wall Pl,sold,297939,4,1,1863,33.384326933090655,-112.33588015988417
3542,273 5th Trl,pending,163356,2,2,1097,33.37197730546565,-112.22757802456705
3543,15 Page Rd,pending,205423,3,1,2465,33.38360673406991,-111.94064617853456
3544,308 Franklin Cir,sold,281929,4,2,2916,33.57803170918526,-112.00572793531599
3545,192 5th Wl,pending,223628,5,2,2712,33.40216809119694,-112.29468736863838
3546,144 6th Way,pending,293680,5,2,2070,33.44246881857687,-112.28814339268665
3547,507 5th Dv,pending,140261,5,3,2032,33.52411952575743,-112.02107999521583
3548,137 6th Blvd,sold,215983,4,1,3870,33.55345281410787,-111.88630336319144
3549,218 Turk Rd,active,154170,5,1,1032,33.53649978322757,-112.25127959174418
3550,263 Post Pl,active,204296,3,1,1123,33.43510987839608,-111.99167489211203
3551,670 5th Way,sold,163716,4,3,3764,33.44626482392508,-112.30580357451535
3552,282 3rd Dv,active,102236,2,1,3473,33.40555329144741,-112.03389699046421
3553,29 1st Cir,sold,176286,2,2,1347,33.36751257567589,-111.96015438362927
3554,499 8th Wl,active,194330,4,1,2362,33.4194565435884,-112.32273644484611
3555,312 Walnut Vis,pending,271188,3,2,3384,33.40621874011565,-112.25119754334685
3556,246 Franklin St,sold,212440,2,1,1560,33.37093387792492,-111.90279180158436
3557,151 Blake Vis,pending,229083,5,1,2545,33.42549614624608,-112.00891686843005
3558,721 Mission Cir,active,178495,3,1,2627,33.504423502154125,-112.1156937443845
3559,158 Post Ave,pending,293527,2,1,3123,33.43964399856242,-112.16796815170325
3560,688 Post Way,sold,109014,4,3,2142,33.475098798017086,-111.89686150842452
3561,626 Texas Blvd,sold,293632,2,3,1855,33.57677539319802,-111.90007801026104
3562,391 2nd Dv,pending,226083,5,1,1247,33.41380719519435,-112.23826696342603
3563,556 California Vis,active,120935,2,3,1550,33.55650880391798,-111.96974749011451
3564,157 California Dv,pending,173373,3,2,3720,33.54030868558388,-111.91227588784511
3565,98 California Pl,active,150804,2,3,3503,33.36668582992914,-111.89367799909962
3566,400 2nd Vis,sold,123920,5,3,1405,33.36999404134098,-112.25436274087511
3567,154 3rd St,active,196845,4,3,3163,33.52906998808402,-111.89187865323761
3568,741 8th Way,pending,197465,2,1,2256,33.57423289703813,-112.31053898927114
3569,491 Euclid Vis,sold,189899,4,1,2054,33.5579113806295,-112.18501038272055
3570,393 Franklin Rd,sold,134847,4,3,1070,33.45083627340834,-112.08847133388181
3571,368 Post Vis,active,256775,2,3,2959,33.46957794797018,-112.20668653782737
3572,640 Blake Cir,pending,150993,3,3,2769,33.46589100744347,-111.93457237592493
3573,508 2nd Rd,sold,194633,2,2,2536,33.44084785141327,-112.32811709298007
3574,204 4th Rd,pending,219285,2,3,2505,33.548422368585484,-112.20851116490716
3575,382 4th Wl,active,246718,2,3,2651,33.50854341943795,-112.0023578026823
3576,525 Page Rd,pending,122537,4,2,2506,33.43349836428893,-112.2102140828259
3577,471 3rd Wl,pending,261685,4,2,2408,33.48261653319444,-112.17711157954017
3578,616 9th Trl,pending,204054,4,3,2335,33.51354278566747,-112.05655562537783
3579,61 Texas Ave,sold,210247,5,2,2626,33.531365501437556,-112.34364399031627
3580,139 Indiana Blvd,active,168070,5,1,3687,33.37036223640529,-111.94911591925506
3581,420 Euclid Trl,sold,270256,2,1,2053,33.388212562815774,-111.92276011733603
3582,547 Pine Vis,pending,175765,2,3,2415,33.59403985956054,-111.87811865987298
3583,470 Franklin Blvd,pending,236211,2,2,1941,33.48492635961307,-112.26215978311514
3584,183 Indiana St,pending,259004,3,2,3796,33.36846334116135,-112.25347983975769
3585,172 4th Cir,active,140251,3,3,3829,33.564242328454434,-112.14094877949819
3586,681 2nd Vis,pending,168843,5,3,2742,33.56356731106762,-112.06810983032183
3587,189 Euclid Trl,pending,151811,2,1,2013,33.58245703696257,-112.18143976562084
3588,691 6th Blvd,pending,291264,2,2,3838,33.39678394391066,-112.11350461278155
3589,141 Blake Way,sold,126690,2,2,1269,33.45677808979024,-112.11065498126918
3590,455 7th Blvd,sold,296789,3,2,2104,33.48168361523165,-112.30639087259017
3591,32 Mission Ave,active,209025,3,2,1160,33.52419834549004,-112.23765287743797
3592,19 Pine Way,pending,261188,2,3,1651,33.55455007219279,-112.20086727895642
3593,688 Texas Trl,active,125064,3,2,3149,33.49872489773328,-111.88758113335518
3594,205 8th Pl,pending,227371,2,2,3802,33.536372674222626,-111.90582802301905
3595,61 5th Dv,pending,217991,2,2,2953,33.46042814337279,-112.0316534447749
3596,267 8th Dv,active,192287,5,3,2596,33.42121930152994,-112.05732126229937
3597,667 Page Cir,pending,257021,4,2,3500,33.550779624460944,-111.89177858505798
3598,397 California Vis,pending,244982,5,1,1356,33.45058349565465,-112.0710269510254
3599,305 California Way,sold,251685,2,3,1041,33.493915358221216,-111.99595085103009
3600,536 4th Blvd,active,293845,3,1,1165,33.58007166136799,-112.01724377658972
